Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/upload/predict,1,1,156576.2265000012,156576.2265000012,156576.2265000012,156576.2265000012,4321.0,0.006383798141241208,0.006383798141241208,157000,157000,157000,157000,157000,157000,157000,157000,157000,157000,157000
,Aggregated,1,1,156576.2265000012,156576.2265000012,156576.2265000012,156576.2265000012,4321.0,0.006383798141241208,0.006383798141241208,157000,157000,157000,157000,157000,157000,157000,157000,157000,157000,157000
